"kingdom","phylum","class","order","family","genus","species"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4599","GGB4599_SGB6362"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB87378","GGB87378_SGB6358"
"Bacteria","Firmicutes","CFGB2845","OFGB2845","FGB2845","GGB9115","GGB9115_SGB14048"
"Bacteria","Firmicutes","CFGB2840","OFGB2840","FGB2840","GGB9092","GGB9092_SGB14022"
"Bacteria","Firmicutes","CFGB2937","OFGB2937","FGB2937","GGB9270","GGB9270_SGB14221"
"Bacteria","Firmicutes","CFGB94733","OFGB94733","FGB94733","GGB34231","GGB34231_SGB47113"
"Bacteria","Firmicutes","CFGB2918","OFGB2918","FGB2918","GGB9240","GGB9240_SGB47399"
"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","GGB101890","GGB101890_SGB54311"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Acutalibacteraceae","GGB9457","GGB9457_SGB14849"
"Bacteria","Firmicutes","CFGB2957","OFGB2957","FGB2957","GGB9299","GGB9299_SGB14259"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Eubacteriales_Family_XIII_Incertae_Sedis_unclassified","Eubacterium_nodatum"
"Bacteria","Firmicutes","CFGB1296","OFGB1296","FGB1296","GGB3116","GGB3116_SGB4128"
"Bacteria","Firmicutes","CFGB3043","OFGB3043","FGB3043","GGB9551","GGB9551_SGB14958"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella","Hallella_bergensis"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes","Alcaligenes_faecalis"
"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB9673","GGB9673_SGB15172"
"Bacteria","Firmicutes","CFGB38642","OFGB38642","FGB38642","GGB9770","GGB9770_SGB74408"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB28990","GGB28990_SGB41704"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB40344","GGB40344_SGB47664"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB51466","GGB51466_SGB71826"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Anaerotignaceae","GGB37543","GGB37543_SGB47517"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB79417","GGB79417_SGB106068"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Beduinellaceae","GGB34009","GGB34009_SGB53482"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3677","GGB3677_SGB4990"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_SGB1931"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB45541","GGB45541_SGB63221"
"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Gehongia","Gehongia_tenuis"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera_cryocrescens"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","Lautropia_mirabilis"
"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Thermophilibacter","Thermophilibacter_provencensis"
"Bacteria","Firmicutes","CFGB10318","OFGB10318","FGB10318","GGB4620","GGB4620_SGB6396"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9734","GGB9734_SGB15304"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3678","GGB3678_SGB4992"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3534","GGB3534_SGB4723"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB47172","GGB47172_SGB65103"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4593","GGB4593_SGB6353"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_gallinarum"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Traorella","Traorella_massiliensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Drancourtella","Drancourtella_SGB106018"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9620","GGB9620_SGB15070"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB42637","GGB42637_SGB59834"
"Bacteria","Firmicutes","CFGB9644","OFGB9644","FGB9644","GGB42630","GGB42630_SGB59827"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Butyricicoccaceae","Intestinibacillus","Intestinibacillus_sp_Marseille_P6563"
"Bacteria","Firmicutes","CFGB94833","OFGB94833","FGB94833","GGB45620","GGB45620_SGB63333"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Fumia","Fumia_SGB3581"
"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","Adlercreutzia_SGB74491"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_sp_An169"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia_SGB59881"
"Bacteria","Candidatus_Saccharibacteria","Candidatus_Nanosyncoccalia","Candidatus_Nanogingivales","Candidatus_Nanogingivalaceae","GGB12785","GGB12785_SGB19823"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_peroris"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Gardnerella","Gardnerella_pickettii"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus_christensenii"
"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_sp_LASN5T"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Beduinellaceae","GGB58247","GGB58247_SGB79898"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Baileyella","Baileyella_intestinalis"
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Paraclostridium","Paraclostridium_bifermentans"
"Bacteria","Firmicutes","CFGB93792","OFGB93792","FGB93792","GGB85135","GGB85135_SGB119569"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_jejuni"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_veroralis"
"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga_SGB2480"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_conceptionensis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium","Oribacterium_sp_oral_taxon_102"
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia_SGB6069"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hoylesella","Hoylesella_loescheii"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB140943","GGB140943_SGB105863"
"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB9716","GGB9716_SGB15269"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_sp_An14"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3680","GGB3680_SGB4995"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes_butyraticus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","Weissella_soli"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera_SGB5856"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella_sp_AM11_39"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera_stantonii"
"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","GGB99883","GGB99883_SGB207544"
"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","GGB79097","GGB79097_SGB105802"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia_sp_An46"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_bacterium_AM75_20pH9TA"
"Bacteria","Candidatus_Melainabacteria","Candidatus_Melainabacteria_unclassified","Candidatus_Gastranaerophilales","Candidatus_Gastranaerophilales_unclassified","GGB5997","GGB5997_SGB145397"
"Bacteria","Firmicutes","CFGB1380","OFGB1380","FGB1380","GGB42511","GGB42511_SGB59689"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3500","GGB3500_SGB105906"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB42693","GGB42693_SGB59897"
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","Selenomonas_artemidis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB28945","GGB28945_SGB41650"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_parahaemolyticus"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_oricola"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB51111","GGB51111_SGB71327"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_pyruviciproducens"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Eubacteriales_unclassified","Bacteroides_pectinophilus"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified","Ruminococcaceae_bacterium_AM53_2BH"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus_intestinisimiae"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4578","GGB4578_SGB6328"
"Bacteria","Firmicutes","CFGB10312","OFGB10312","FGB10312","GGB4644","GGB4644_SGB6428"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Faecalicatena","Faecalicatena_SGB4873"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified","Clostridiaceae_unclassified_SGB4771"
"Bacteria","Firmicutes","CFGB1474","OFGB1474","FGB1474","GGB115571","GGB115571_SGB5062"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4588","GGB4588_SGB6347"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter_SGB15051"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB51512","GGB51512_SGB71885"
"Bacteria","Firmicutes","CFGB8179","OFGB8179","FGB8179","GGB58067","GGB58067_SGB79698"
"Bacteria","Firmicutes","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified","GGB51318","GGB51318_SGB71569"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3169","GGB3169_SGB4183"
"Bacteria","Firmicutes","CFGB1298","OFGB1298","FGB1298","GGB3118","GGB3118_SGB4130"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified","Clostridiaceae_unclassified_SGB4769"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter_SGB15052"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Intestinimonas","Intestinimonas_timonensis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes_SGB66075"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter_SGB207908"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter_SGB59856"
"Bacteria","Firmicutes","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified","GGB9513","GGB9513_SGB14911"
"Bacteria","Firmicutes","CFGB2881","OFGB2881","FGB2881","GGB9185","GGB9185_SGB14124"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3680","GGB3680_SGB4994"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Longibaculum","Longibaculum_SGB6770"
"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium_yanoikuyae"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB51454","GGB51454_SGB71784"
"Bacteria","Firmicutes","CFGB2918","OFGB2918","FGB2918","GGB9240","GGB9240_SGB14182"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas_faecalis"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_SGB98680"
"Bacteria","Firmicutes","CFGB94768","OFGB94768","FGB94768","GGB142737","GGB142737_SGB210594"
"Bacteria","Firmicutes","CFGB4623","OFGB4623","FGB4623","GGB9525","GGB9525_SGB14925"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB128621","GGB128621_SGB159115"
"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium","Acidipropionibacterium_acidipropionici"
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_borealis"
"Bacteria","Firmicutes","CFGB1258","OFGB1258","FGB1258","GGB3051","GGB3051_SGB4051"
"Bacteria","Spirochaetota","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","Brachyspira_aalborgi"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_merdae"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1148","GGB1148_SGB1475"
"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Senegalimassilia","Senegalimassilia_SGB14826"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3828","GGB3828_SGB5197"
"Bacteria","Candidatus_Melainabacteria","Candidatus_Melainabacteria_unclassified","Candidatus_Gastranaerophilales","Candidatus_Gastranaerophilales_unclassified","GGB13727","GGB13727_SGB8655"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB18559","GGB18559_SGB27424"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB74516","GGB74516_SGB47634"
"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Enteroscipio","Enteroscipio_rubneri"
"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB9674","GGB9674_SGB15173"
"Bacteria","Firmicutes","CFGB38642","OFGB38642","FGB38642","GGB9769","GGB9769_SGB15387"
"Bacteria","Firmicutes","CFGB72939","OFGB72939","FGB72939","GGB74511","GGB74511_SGB105989"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_unclassified_SGB4920"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus_porcorum"
"Bacteria","Firmicutes","CFGB95106","OFGB95106","FGB95106","GGB142099","GGB142099_SGB4667"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pygmaiobacter","Pygmaiobacter_massiliensis"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_SGB6954"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter","Aliarcobacter_butzleri"
"Bacteria","Pseudomonadota","CFGB2404","OFGB2404","FGB2404","GGB6610","GGB6610_SGB9344"
"Bacteria","Verrucomicrobiota","Opitutia","Puniceicoccales","Puniceicoccaceae","Puniceicoccaceae_unclassified","Puniceicoccaceae_unclassified_SGB8769"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_gingivalis"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Corticimicrobacter","Corticimicrobacter_populi"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium_sp_T6_8_35"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_SGB6184"
"Bacteria","Firmicutes","CFGB2838","OFGB2838","FGB2838","GGB42335","GGB42335_SGB59503"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3263","GGB3263_SGB4311"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","GGB77009","GGB77009_SGB104909"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB33690","GGB33690_SGB15045"
"Bacteria","Firmicutes","CFGB10325","OFGB10325","FGB10325","GGB100910","GGB100910_SGB146314"
"Bacteria","Firmicutes","CFGB74971","OFGB74971","FGB74971","GGB9334","GGB9334_SGB14297"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Anaerotignaceae","GGB47089","GGB47089_SGB65013"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB51504","GGB51504_SGB71876"
"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB9582","GGB9582_SGB15001"
"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","GGB51749","GGB51749_SGB72164"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor","Pseudoflavonifractor_SGB119690"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","GGB2981","GGB2981_SGB3963"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Butyricicoccaceae","GGB84990","GGB84990_SGB118625"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9619","GGB9619_SGB15066"
"Bacteria","Firmicutes","CFGB32310","OFGB32310","FGB32310","GGB128561","GGB128561_SGB156440"
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GGB9815","GGB9815_SGB15449"
"Bacteria","Bacteroidota","CFGB667","OFGB667","FGB667","GGB1661","GGB1661_SGB2275"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","GGB47688","GGB47688_SGB65656"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB79077","GGB79077_SGB105529"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB143026","GGB143026_SGB73046"
"Bacteria","Firmicutes","CFGB8271","OFGB8271","FGB8271","GGB25320","GGB25320_SGB37258"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Fructilactobacillus","Fructilactobacillus_fructivorans"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified","Eubacterium_hominis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter_SGB210576"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Alloprevotella_SGB1466"
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","Selenomonas_felix"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_multiformis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1144","GGB1144_SGB1468"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_holzapfelii"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_endophytica"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_heparinolyticus"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB30461","GGB30461_SGB43529"
"Bacteria","Firmicutes","CFGB84123","OFGB84123","FGB84123","GGB3138","GGB3138_SGB4151"
"Bacteria","Firmicutes","CFGB3038","OFGB3038","FGB3038","GGB9529","GGB9529_SGB53518"
"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB45577","GGB45577_SGB63275"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9781","GGB9781_SGB98327"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB3478","GGB3478_SGB4643"
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GGB48144","GGB48144_SGB167929"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lacrimispora","Lacrimispora_indolis"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","GGB6574","GGB6574_SGB9290"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_helleri"
"Bacteria","Firmicutes","CFGB2834","OFGB2834","FGB2834","GGB9065","GGB9065_SGB54325"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB118915","GGB118915_SGB202799"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB74438","GGB74438_SGB48022"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster_SGB59830"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Gemmiger","Gemmiger_SGB53574"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3743","GGB3743_SGB5086"
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_gonidiaformans"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_SGB74322"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_AM58_1XD"
"Bacteria","Firmicutes","CFGB9119","OFGB9119","FGB9119","GGB119194","GGB119194_SGB6551"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4606","GGB4606_SGB47298"
"Bacteria","Firmicutes","CFGB82363","OFGB82363","FGB82363","GGB9545","GGB9545_SGB14952"
"Bacteria","Mycoplasmatota","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","GGB78716","GGB78716_SGB106490"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB53378","GGB53378_SGB74410"
"Bacteria","Actinomycetota","CFGB77988","OFGB77988","FGB77988","GGB9355","GGB9355_SGB14328"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","Weissella_koreensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_AF32_12BH"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_AM42_4"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_carnosum"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_kimchii"
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","GGB143476","GGB143476_SGB6032"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus","Latilactobacillus_SGB25032"
"Bacteria","Bacteroidota","CFGB606","OFGB606","FGB606","GGB1428","GGB1428_SGB1969"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_SGB19316"
"Bacteria","Firmicutes","CFGB3070","OFGB3070","FGB3070","GGB9774","GGB9774_SGB15394"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia_sp_AM59_24XD"
"Bacteria","Firmicutes","CFGB94585","OFGB94585","FGB94585","GGB3257","GGB3257_SGB59657"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Faecalibacillus","Faecalibacillus_SGB6753"
"Bacteria","Firmicutes","CFGB93799","OFGB93799","FGB93799","GGB42659","GGB42659_SGB59860"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB48075","GGB48075_SGB66071"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_pacaensis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB115905","GGB115905_SGB161427"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_gilvus"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_sputorum"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Frisingicoccus","Frisingicoccus_SGB47112"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9612","GGB9612_SGB15047"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","GGB53102","GGB53102_SGB74049"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Jutongia","Jutongia_SGB47860"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_AF15_41"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4597","GGB4597_SGB6359"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Candidatus_Segatella_caccae"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB42685","GGB42685_SGB59888"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB42689","GGB42689_SGB59893"
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales","Peptostreptococcaceae","GGB4456","GGB4456_SGB146207"
